id,age,division,department,class,stock,reviews,feedback,rating,recommend 
20512,47,General,Bottoms,Pants,1059,Adorable,1,4,1
20513,60,General,Bottoms,Pants,1066,"If they still have your size, buy these",0,4,1
20514,31,General Petite,Tops,Fine gauge,903,Bought two mine didn't work,0,3,0
20515,48,General Petite,Dresses,Dresses,1092,,0,5,1
20516,38,General,Tops,Fine gauge,895,Love it!,5,5,1
20517,66,General,Tops,Sweaters,942,Pretty but runs large,5,4,1
20518,35,General,Dresses,Dresses,1096,,0,5,1
20519,52,General,Bottoms,Skirts,996,,0,5,1
20520,39,General,Trend,Trend,1136,Super cozy,0,4,1
20521,25,General,Dresses,Dresses,1089,"Beautiful dress, cheap components",22,3,1
20522,56,General,Dresses,Dresses,1111,,18,5,1
20523,25,Initmates,Intimate,Swim,240,"Cute print, but didn't fit quite right",1,4,0
20524,29,General Petite,Bottoms,Jeans,1038,"Loose in the crotch, jegging-like everywhere else",42,3,0
20525,36,General Petite,Dresses,Dresses,1080,Classic,0,5,1
20526,30,General Petite,Bottoms,Jeans,1033,,1,4,1
20527,61,General Petite,Tops,Fine gauge,895,,0,5,1
20528,38,General Petite,Dresses,Dresses,1092,Preggers,1,2,0
20529,21,General Petite,Dresses,Dresses,1107,Lovely transitional dress,0,4,1
20530,31,General,Dresses,Dresses,1078,Love,0,5,1
20531,29,General,Tops,Knits,868,Flowy spring top,3,4,1
20532,65,General,Dresses,Dresses,1087,Disappointing,6,3,0
20533,48,General Petite,Intimate,Lounge,451,Easy machine washable dress,22,5,1
20534,38,General Petite,Tops,Knits,860,Pretty blouse; comfortable; buy one size smaller,5,5,1
20535,54,General,Jackets,Jackets,984,My go to j,1,5,1
20536,56,General Petite,Tops,Sweaters,936,Retailer catog cover coat,2,5,1
20537,33,General Petite,Bottoms,Jeans,1025,High rise,2,1,0
20538,47,General,Bottoms,Jeans,1027,Perfect !,1,5,1
20539,39,General,Tops,Fine gauge,901,Love love love,0,5,1
20540,38,General Petite,Dresses,Dresses,1111,Pretty dress but cheap fabric,4,3,0
20541,31,General,Dresses,Dresses,1089,A bit big,12,4,1
20542,48,General Petite,Intimate,Lounge,128,Cutest leggings ever,1,5,1
20543,54,General,Dresses,Dresses,1099,,0,4,0
20544,39,General Petite,Tops,Fine gauge,909,Comfy and flattering,1,5,1
20545,54,General,Tops,Fine gauge,907,The perfect cardigan,1,5,1
20546,46,General,Bottoms,Skirts,1020,Striped skirt,0,5,1
20547,42,General Petite,Tops,Knits,877,"Shimmers with gold, silver, and black tones",1,5,1
20548,58,General Petite,Tops,Knits,866,,2,1,0
20549,41,General Petite,Bottoms,Pants,1056,,2,5,1
20550,39,General,Bottoms,Skirts,1008,Cute and comfy,20,5,1
20551,41,General Petite,Bottoms,Pants,1059,Very unique and flattering,4,5,1
20552,29,General,Bottoms,Skirts,993,So cute,1,5,1
20553,47,General,Bottoms,Pants,1047,Comfy and stylish,0,5,1
20554,37,Initmates,Intimate,Lounge,482,I really wanted to love this dress,0,3,0
20555,39,General,Tops,Blouses,828,Great casual shirt,2,4,1
20556,39,General,Tops,Blouses,835,"Really wanted to like it, but...",1,3,0
20557,21,General,Tops,Blouses,850,,0,5,1
20558,45,General,Bottoms,Jeans,1030,Sooooo comfy!!,1,4,1
20559,43,General,Bottoms,Pants,1056,Cute!,6,3,1
20560,42,General Petite,Tops,Knits,868,Love!,5,5,1
20561,36,General,Dresses,Dresses,1078,There's something wrong with the arm hole,0,2,0
20562,49,General,Bottoms,Shorts,602,Amoret romper,0,4,1
20563,26,General,Tops,Knits,860,Simple t with a twist,0,4,1
20564,37,General,Bottoms,Skirts,1001,Easy skirt,0,5,1
20565,20,General,Tops,Blouses,831,"Beautiful top, looks great with black/gray jeans",1,5,1
20566,46,General Petite,Tops,Knits,866,"Pretty top, scratchy material",0,3,1
20567,39,General Petite,Tops,Knits,854,,0,4,1
20568,55,General Petite,Tops,Sweaters,939,Cute jacket!,0,5,1
20569,50,General,Bottoms,Skirts,1020,Perfect skirt,1,5,1
20570,26,General Petite,Dresses,Dresses,1086,Perfect for summer!,3,5,1
20571,36,General,Tops,Knits,872,Style and fit win!,1,5,1
20572,38,General,Tops,Knits,864,"Quality blouse, runs very large",2,4,1
20573,45,General,Bottoms,Jeans,1022,"Love, love these jeans",1,5,1
20574,39,General Petite,Tops,Sweaters,936,"Fun ""wintery"" cardi",1,5,1
20575,39,General,Tops,Blouses,829,Great design and color,1,5,1
20576,46,General,Bottoms,Jeans,1022,Flattering and comfortable,2,5,1
20577,32,General,Dresses,Dresses,1078,Fell apart before my eyes,0,1,0
20578,58,General Petite,Dresses,Dresses,1091,Stunning one of a kind,0,5,1
20579,53,General Petite,Dresses,Dresses,1087,Complete color shocker!,0,2,0
20580,63,General,Tops,Blouses,836,Black bleeds on cream!,2,1,0
20581,42,General,Jackets,Jackets,984,Classic and edgy all-in-one,4,5,1
20582,26,General,Tops,Blouses,824,Lumpy on the sides,1,2,0
20583,29,General Petite,Tops,Fine gauge,906,Versatile,0,5,1
20584,41,Initmates,Intimate,Intimates,37,Gorgeous!,2,5,1
20585,23,General,Dresses,Dresses,1078,Great,1,5,1
20586,66,General Petite,Bottoms,Pants,1048,Fabulous summer wide legs that flow like a skirt!,0,5,1
20587,46,General,Dresses,Dresses,1094,Great fit,2,4,1
20588,39,General Petite,Dresses,Dresses,1078,Adding to the rave reviews,0,5,1
20589,30,General Petite,Dresses,Dresses,1077,Perfect for summer nights,0,5,1
20590,45,General Petite,Bottoms,Pants,1048,Another confusing review,1,5,1
20591,26,General Petite,Tops,Blouses,849,Very pretty but very small,1,4,1
20592,26,General Petite,Dresses,Dresses,1094,This just might be the perfect dress,5,5,1
20593,36,General Petite,Jackets,Jackets,975,Nice wardrobe staple,0,4,1
20594,47,General,Tops,Knits,862,I love it.,0,5,1
20595,43,General,Tops,Sweaters,939,Classic retailer,14,5,1
20596,31,General,Dresses,Dresses,1103,,0,5,1
20597,52,General,Bottoms,Pants,1059,For long slender legs,23,3,0
20598,32,General,Tops,Blouses,829,Classic and comfortable,0,5,1
20599,40,General Petite,Tops,Sweaters,948,Itchytown,0,2,1
20600,41,General,Tops,Sweaters,939,Warm and stylish,0,5,1
20601,49,General,Tops,Knits,861,Comfort and style,0,5,1
20602,42,General,Bottoms,Jeans,1033,Love the way these pants make me feel!,8,5,1
20603,34,General,Tops,Blouses,820,A true beauty,1,5,1
20604,52,General,Tops,Knits,873,,0,5,1
20605,26,General Petite,Dresses,Dresses,1078,,0,4,1
20606,43,General,Dresses,Dresses,1081,Cute bohemian dress,0,5,1
20607,53,General,Tops,Knits,864,,0,5,1
20608,62,General,Jackets,Jackets,975,Lovely soft light jacket,0,5,1
20609,47,General,Tops,Fine gauge,895,Soft pretty poncho,0,5,1
20610,52,General Petite,Jackets,Outerwear,1132,"Fabulous, petites rejoice",1,5,1
20611,65,General,Tops,Blouses,833,Fine workmanship and fresh swing shape,39,5,1
20612,62,General,Dresses,Dresses,1072,Beautiful but big,5,4,1
20613,37,General,Tops,Blouses,836,Pretty top,7,5,1
20614,30,General,Bottoms,Pants,1061,Comfy but...,0,3,1
20615,26,General,Bottoms,Shorts,579,Super cute & comfy!,1,5,1
20616,42,General,Tops,Knits,862,Lovely structured top hides flaws,0,5,1
20617,28,Initmates,Intimate,Swim,459,,0,5,1
20618,55,General,Bottoms,Pants,1059,Way too big,0,2,0
20619,35,General,Tops,Sweaters,939,Could do better,10,4,1
20620,35,General Petite,Tops,Fine gauge,903,,0,5,1
20621,37,General,Tops,Knits,867,Basic t-shirt with something extra,0,4,1
20622,25,General,Tops,Knits,877,,1,3,0
20623,54,General Petite,Tops,Knits,872,,3,5,1
20624,25,General,Tops,Knits,862,Pretty!,3,5,1
20625,55,General,Bottoms,Skirts,1008,Versatile skirt,2,5,1
20626,35,General,Dresses,Dresses,1080,Even more beautiful in person!,0,5,1
20627,57,General Petite,Dresses,Dresses,1078,,0,4,1
20628,24,General Petite,Jackets,Jackets,974,Cute and comfortable,0,5,1
20629,34,General,Tops,Fine gauge,912,Sizing is incredibly off,0,2,0
20630,35,General,Dresses,Dresses,1094,,6,5,1
20631,52,General,Dresses,Dresses,1110,"Very pretty, lovely color, nice fabrics",0,4,1
20632,34,Initmates,Intimate,Lounge,653,So long!!,1,2,0
20633,49,General,Tops,Knits,873,"Pretty colors, nice fit",0,4,1
20634,71,General,Dresses,Dresses,1074,,6,3,0
20635,34,General,Bottoms,Skirts,1009,"Super cute, flattering to tummy",1,5,1
20636,47,General Petite,Jackets,Jackets,984,Adorable!,0,5,1
20637,19,General,Bottoms,Skirts,994,,1,4,1
20638,44,Initmates,Intimate,Lounge,801,Sleek and unique but not sure . . .,0,4,1
20639,40,General Petite,Dresses,Dresses,1081,Comfortable and chic,0,4,1
20640,53,General,Tops,Sweaters,929,Too boxy,4,3,0
20641,51,General,Tops,Blouses,830,Sweet briar tank,0,5,1
20642,54,General,Bottoms,Skirts,1002,Beautiful but....,2,2,0
20643,49,General,Tops,Blouses,834,Nice blouse,0,4,1
20644,43,General,Dresses,Dresses,1089,,0,5,1
20645,54,General,Bottoms,Jeans,1022,Retailer! please bring these back in black!,0,5,1
20646,58,General,Tops,Knits,868,The fringe on the bottom is great!,0,4,1
20647,35,General Petite,Dresses,Dresses,1081,Flattering,0,4,1
20648,35,General,Tops,Fine gauge,895,So in love!!,0,5,1
20649,44,General,Dresses,Dresses,1078,Amazing dress!,10,5,1
20650,46,Initmates,Intimate,Sleep,172,Cozy wrap sweatshirt,4,2,0
20651,62,General,Jackets,Jackets,975,Fabulous,6,5,1
20652,44,General,Dresses,Dresses,1089,Beautiful little dress!,2,5,1
20653,51,General,Tops,Knits,862,Breezy and sexy,12,5,1
20654,62,General Petite,Jackets,Jackets,985,Beautiful jacket,13,4,1
20655,59,General,Bottoms,Pants,1059,Fabulous pilazzo pants!,1,5,1
20656,23,General,Tops,Fine gauge,912,Comfy chic,2,5,1
20657,36,General Petite,Tops,Knits,886,Great tee,1,5,1
20658,39,General Petite,Dresses,Dresses,1080,Cute,1,5,1
20659,57,General,Bottoms,Skirts,1020,,0,3,1
20660,57,General,Tops,Knits,881,Cute top!,0,3,0
20661,73,General,Dresses,Dresses,1078,,0,5,1
20662,32,General Petite,Tops,Knits,860,Maternity top,1,2,0
20663,35,General,Bottoms,Shorts,543,,0,5,1
20664,40,General,Bottoms,Jeans,1033,,0,4,1
20665,66,General Petite,Bottoms,Jeans,1033,Love!!,2,5,1
20666,40,General Petite,Dresses,Dresses,1084,Great flowy dress,0,5,1
20667,41,General Petite,Tops,Fine gauge,906,Cute but too big need to exchange,0,4,1
20668,39,General,Tops,Sweaters,6,,0,5,1
20669,27,General Petite,Tops,Knits,867,Soft but thin,0,4,1
20670,33,General,Tops,Fine gauge,895,Strange fit,0,3,0
20671,48,General,Dresses,Dresses,1075,Great dress,0,1,1
20672,37,General,Tops,Knits,862,Wanted to love but couldn't,1,2,0
20673,63,General,Dresses,Dresses,1095,Darling well made dress,6,5,1
20674,58,General,Tops,Knits,877,Great for fall,1,5,1
20675,58,General Petite,Tops,Fine gauge,909,"Love the feel, love the fit!",0,5,1
20676,38,General,Tops,Fine gauge,902,Lovely but runs big,6,4,1
20677,23,General Petite,Dresses,Dresses,1079,,13,2,0
20678,32,General,Dresses,Dresses,1078,"Versatile, great spring & winter color",1,5,1
20679,54,General,Bottoms,Skirts,1005,Amazing skirt - size down or get a petite size,2,5,1
20680,54,General,Bottoms,Jeans,1022,Love these jeans!,0,5,1
20681,35,General,Dresses,Dresses,1075,Didn't meet expectations,0,2,0
20682,64,General Petite,Intimate,Lounge,661,I'm wearing it as a top!,8,5,1
20683,37,General,Dresses,Dresses,1075,So unique and lovely!!,0,5,1
20684,19,General,Jackets,Jackets,964,Great layering piece,0,5,1
20685,69,General Petite,Intimate,Lounge,634,Overpriced but so comfortable,12,4,1
20686,79,General,Tops,Knits,869,Love--but second time's a charm on sizing,1,5,1
20687,33,General,Bottoms,Pants,1056,Good 'ol pilcros,0,5,1
20688,72,General Petite,Dresses,Dresses,1079,Almost great dress,3,4,1
20689,38,General Petite,Bottoms,Pants,1051,Best for tall folks,5,3,1
20690,54,General,Bottoms,Jeans,1036,Really streeeeetches out so size down,0,4,1
20691,33,General,Tops,Fine gauge,895,Stunning,2,5,1
20692,50,General,Tops,Knits,872,Love at first sight!,1,4,1
20693,38,General Petite,Dresses,Dresses,1110,Comfort and style,0,5,1
20694,48,General,Tops,Knits,872,Great top,0,5,1
20695,24,General Petite,Dresses,Dresses,1076,Glad i went for it!!,1,5,1
20696,32,General Petite,Tops,Knits,854,So flimsy,17,2,0
20697,49,General,Dresses,Dresses,1098,Big wow factor,2,5,1
20698,32,General Petite,Jackets,Jackets,965,Looks cheap,0,1,0
20699,71,General,Tops,Knits,868,Overall great shirt,0,4,1
20700,50,General,Tops,Knits,867,Very easy to wear,0,5,1
20701,59,General,Tops,Blouses,822,Breath of fresh air,1,5,1
20702,39,General,Bottoms,Jeans,1033,Hard fit,7,3,1
20703,23,General,Bottoms,Skirts,1003,Not black,2,2,0
20704,30,General Petite,Dresses,Dresses,1099,Love,1,5,1
20705,28,General,Tops,Blouses,828,Great shirts,0,5,1
20706,75,General,Tops,Sweaters,921,Dissapointed,1,2,0
20707,36,General,Dresses,Dresses,1078,I am in love.,0,5,1
20708,62,General,Tops,Knits,863,What a darling t.,3,5,1
20709,46,General,Tops,Knits,868,Summer love,0,5,1
20710,43,General,Dresses,Dresses,1096,Probably not for everyone,6,5,1
20711,35,General,Dresses,Dresses,1075,Too much material,3,3,0
20712,31,Initmates,Intimate,Lounge,755,Perfect summer to fall transition piece!,0,5,1
20713,65,General,Tops,Knits,880,Cute and comfortable,0,4,1
20714,43,General Petite,Dresses,Dresses,1078,,4,5,1
20715,42,General Petite,Tops,Sweaters,936,Gorgeous,4,5,1
20716,48,General,Tops,Knits,872,Perfect spring top,0,5,1
20717,35,General Petite,Dresses,Dresses,1096,,0,4,1
20718,35,General,Dresses,Dresses,1092,"Beautiful design, interesting execution",10,3,1
20719,63,General Petite,Bottoms,Pants,1060,Why is it so big?,0,3,1
20720,39,General Petite,Intimate,Lounge,194,Fits tts & small & large,0,4,1
20721,27,General Petite,Tops,Sweaters,936,Comfy but no good,1,2,0
20722,39,General,Dresses,Dresses,1091,Nice dress but what's with the hips?,0,4,1
20723,46,General,Dresses,Dresses,1094,Embroidered perennial dress,5,4,1
20724,56,General,Bottoms,Shorts,479,"Super cute, stylish, versatile shorts!",4,5,1
20725,59,General,Jackets,Jackets,984,Cute...,1,5,1
20726,29,Initmates,Intimate,Intimates,800,Cute and airy,1,4,1
20727,54,General,Bottoms,Jeans,1022,Thin and no longer the same ag quality,22,2,0
20728,37,General,Tops,Knits,867,Poufy ruching,2,2,0
20729,40,General,Dresses,Dresses,1077,Beautifully draped dress,3,5,1
20730,29,General Petite,Tops,Sweaters,933,Great purchase,2,5,1
20731,35,General Petite,Dresses,Dresses,1110,Excellent dress,0,5,1
20732,40,General,Jackets,Outerwear,1117,Vintage style,0,5,1
20733,35,General,Bottoms,Skirts,1009,Boyfriend adores it. but runs small,3,4,0
20734,64,General,Bottoms,Skirts,1020,Perfect denim skirt,1,5,1
20735,47,General,Dresses,Dresses,1077,Love it but dry clean!,0,4,1
20736,58,General,Tops,Knits,860,Female version of a polo shirt,5,3,1
20737,34,General,Dresses,Dresses,1096,So beautiful!,0,4,1
20738,36,General,Bottoms,Skirts,1008,"Cute skirt for work, then drinks",0,5,1
20739,46,General,Dresses,Dresses,1110,Jeans dress? oh yes.,2,5,1
20740,37,General Petite,Tops,Knits,872,Beautiful,0,5,1
20741,64,General,Tops,Knits,861,Fabric is pretty thin,0,2,0
20742,36,General,Tops,Blouses,828,Staple buttondowns,0,5,1
20743,50,Initmates,Intimate,Layering,1,Love this under-all cami tank ?,0,5,1
20744,66,General Petite,Bottoms,Pants,1053,Great fit,0,5,1
20745,46,General,Bottoms,Pants,1068,Favorite linen pants,9,5,1
20746,43,General Petite,Tops,Blouses,833,Great top!,0,4,1
20747,62,General,Dresses,Dresses,1095,Total muumuu,1,2,0
20748,63,General,Dresses,Dresses,1095,Not as pictured,1,2,0
20749,40,General,Tops,Knits,863,Stylish tee,0,5,1
20750,36,General Petite,Dresses,Dresses,1086,Clings to the body,8,2,0
20751,34,General Petite,Tops,Knits,886,Just perfect!,5,5,1
20752,39,General Petite,Tops,Knits,867,,0,4,1
20753,42,General,Dresses,Dresses,1086,This dress is not like in the photo irl,2,3,1
20754,59,General,Tops,Knits,873,,1,5,1
20755,53,General,Dresses,Dresses,1096,Exotic,7,5,1
20756,46,General Petite,Bottoms,Pants,1056,My favorite pants i have ever bought from retailer,7,5,1
20757,71,General,Tops,Knits,863,A great basic for your closet!,0,5,1
20758,33,General,Dresses,Dresses,1095,"Great idea, mediocre execution",9,2,0
20759,49,General Petite,Dresses,Dresses,1081,An elegant comfortable dress,3,5,1
20760,46,General Petite,Tops,Sweaters,936,Great color,0,5,1
20761,39,General,Dresses,Dresses,1072,Runs really small,0,4,1
20762,51,General Petite,Intimate,Lounge,127,Cute & comfy top,0,5,1
20763,23,General,Tops,Knits,866,So cute,0,5,1
20764,56,General,Bottoms,Skirts,1011,,1,5,1
20765,32,General,Tops,Knits,868,Great for layering!,0,5,1
20766,32,General,Tops,Knits,862,A great casual top,1,5,1
20767,52,General,Tops,Knits,867,Cute top,1,4,1
20768,32,General,Tops,Knits,865,Polyester lining? no.,0,4,1
20769,40,General,Bottoms,Pants,1056,Greatest pants ever-too bad retailer planned poorly,1,3,1
20770,58,General Petite,Dresses,Dresses,1082,,1,4,1
20771,31,General,Bottoms,Skirts,996,,6,1,0
20772,54,General Petite,Tops,Knits,881,Cool summer tee,1,5,1
20773,40,General Petite,Tops,Knits,854,Disappointed,2,1,0
20774,49,General,Tops,Blouses,824,Tricky - would work on some people,0,4,0
20775,39,General,Dresses,Dresses,1110,,7,3,1
20776,43,General,Dresses,Dresses,1193,Cutest dress!,2,5,1
20777,34,General Petite,Tops,Knits,862,"Less than ""just okay""",1,1,0
20778,51,General Petite,Tops,Knits,873,Cute top,10,5,1
20779,30,Initmates,Intimate,Swim,1171,Fun bottom,1,5,1
20780,52,General Petite,Tops,Blouses,823,Very see through,0,2,1
20781,60,General,Tops,Blouses,841,Pretty,2,4,1
20782,47,General,Tops,Fine gauge,895,Adorable - better in person!,2,5,1
20783,53,General Petite,Tops,Knits,872,Great casual top,0,5,1
20784,36,General,Tops,Blouses,818,Cute top,0,5,1
20785,39,General,Dresses,Dresses,1092,Autumn defined,40,5,1
20786,49,General Petite,Dresses,Dresses,1083,Gorgeous - but tight at the hips.,2,5,1
20787,33,General,Bottoms,Pants,1054,,0,4,0
20788,30,General,Tops,Blouses,829,Great shirt,0,5,1
20789,47,,,,136,"Charcoal, pale gray, a bit of silver!",1,5,1
20790,35,General Petite,Tops,Knits,862,Comfortable and flattering,0,5,1
20791,39,General,Tops,Fine gauge,916,So soft,0,5,1
20792,23,General Petite,Bottoms,Pants,1068,Comfortable pants,1,4,1
20793,52,General,Tops,Knits,872,"Very comfortable, cute without being cutesy",3,5,1
20794,37,General Petite,Bottoms,Jeans,1035,Fun but not perfect,2,4,1
20795,52,General Petite,Tops,Knits,868,Cute and striped,0,5,1
20796,28,General,Tops,Blouses,850,Beautiful,0,5,1
20797,60,General Petite,Bottoms,Skirts,1010,"A little 'hip-y""",1,4,1
20798,66,General,Tops,Knits,867,Off fit,0,2,0
20799,34,General,Dresses,Dresses,1080,Great maxi,0,5,1
20800,61,General Petite,Tops,Blouses,831,Very pretty and very lightweight fabric,3,3,1
20801,33,General Petite,Jackets,Outerwear,1125,"Beautiful, but cheaply made",3,2,0
20802,42,General,Tops,Knits,878,Seeeee thru!,4,3,1
20803,33,General Petite,Dresses,Dresses,1095,Burlap maternity dress?,1,1,0
20804,38,General,Tops,Sweaters,947,Comfy and classic,1,4,1
20805,62,General,Dresses,Dresses,1078,Beautiful spring dress!,0,5,1
20806,46,General Petite,Tops,Knits,867,Flattering for xl,0,5,1
20807,44,General Petite,Bottoms,Pants,1068,Fun and a little bit sexy,4,5,1
20808,48,General,Tops,Knits,862,Floral delight,0,5,1
20809,46,General Petite,Dresses,Dresses,1078,Runs small yet very billowy skirt,15,2,0
20810,47,General,Dresses,Dresses,1086,Adorable,9,4,1
20811,33,General,Tops,Sweaters,949,Huge disappointment,0,2,0
20812,42,General,Tops,Knits,875,A unique one of a kind t shirt,1,4,1
20813,39,General Petite,Tops,Knits,867,Excellent standard for my wardrobe,0,5,1
20814,32,General Petite,Tops,Knits,862,Just ok.,0,3,0
20815,44,General Petite,Dresses,Dresses,1077,"Lovely, perfect",0,5,1
20816,36,General,Dresses,Dresses,1078,Good quality for the price,0,4,1
20817,38,General,Dresses,Dresses,1078,Too flowy,0,3,0
20818,45,General Petite,Dresses,Dresses,1078,,0,5,1
20819,60,General,Dresses,Dresses,1077,Love everything about it!,2,5,1
20820,37,Initmates,Intimate,Lounge,260,So many compliments,2,5,1
20821,41,General Petite,Tops,Sweaters,933,,8,4,1
20822,22,General Petite,Dresses,Dresses,1075,Love these stripes,0,5,1
20823,59,General Petite,Bottoms,Jeans,1035,,0,5,1
20824,53,General Petite,Tops,Knits,860,Cute and comfy.,1,5,1
20825,35,General Petite,Bottoms,Jeans,1026,Great legging cord!!,0,4,1
20826,68,General Petite,Tops,Knits,862,Great purchase,0,5,1
20827,24,General Petite,Tops,Knits,867,Adorable tropic top,0,5,1
20828,36,General Petite,Bottoms,Skirts,1008,Great after washing,1,5,1
20829,29,General,Tops,Knits,862,Feminine and flirty,1,5,1
20830,54,General,Tops,Knits,861,,0,1,0
20831,80,General,Dresses,Dresses,1077,Cute & flattering!,0,5,1
20832,34,General Petite,Trend,Trend,573,Ok,4,3,0
20833,32,General,Dresses,Dresses,1094,Loved the colors,0,5,1
20834,59,General,Tops,Blouses,828,Appealing color,0,5,1
20835,73,General,Tops,Blouses,840,,3,2,0
20836,41,General,Bottoms,Jeans,1022,Like butter,0,5,1
20837,61,General Petite,Bottoms,Jeans,1037,Polished versatility,0,5,1
20838,52,General,Bottoms,Shorts,479,Cute but disappointing,5,2,1
20839,58,General,Tops,Fine gauge,895,Unique and comfortable design,0,4,1
20840,66,General,Dresses,Dresses,1110,Lots of compliments,0,4,1
20841,50,General Petite,Dresses,Dresses,1110,Simple but feminine design,1,5,1
20842,59,General Petite,Bottoms,Jeans,1028,Unique and good quality,1,5,1
20843,29,General,Dresses,Dresses,1078,Wish it was as pictured,9,2,0
20844,51,General,Dresses,Dresses,1078,Amazing detail!,0,5,1
20845,53,General,Tops,Sweaters,932,Cosy and roomy,0,4,1
20846,54,Initmates,Intimate,Swim,617,Sleek and well made,4,5,1
20847,26,General Petite,Tops,Blouses,829,So disappointed!,22,1,0
20848,44,General,Bottoms,Jeans,1028,Way way too long,2,3,0
20849,39,General,Tops,Sweaters,936,,0,3,0
20850,53,General,Tops,Blouses,828,Top is too shear with see through front,0,2,0
20851,53,General,Bottoms,Jeans,1022,This product needs a bit of tweaking,0,3,1
20852,25,General,Trend,Trend,575,Better than i'd hoped,3,5,1
20853,36,Initmates,Intimate,Lounge,278,Love these leggings!,1,5,1
20854,58,General,Dresses,Dresses,1072,"Beautiful, unique dress!",0,5,1
20855,62,General Petite,Tops,Knits,876,Better on the hanger,0,2,0
20856,65,General,Dresses,Dresses,1110,Outstanding!,0,5,1
20857,33,General Petite,Tops,Blouses,850,Boxy,0,3,0
20858,60,General,Tops,Fine gauge,907,Didn't work for me,0,1,0
20859,48,General,Dresses,Dresses,1078,Great summer dress,1,5,1
20860,44,General Petite,Tops,Knits,859,Good just not great.,0,4,1
20861,57,General Petite,Tops,Knits,862,,5,5,1
20862,53,General,Dresses,Dresses,1098,Darling dress,1,5,1
20863,61,General Petite,Tops,Fine gauge,909,Order in multiples,0,4,1
20864,40,General,Dresses,Dresses,1081,Cheap material -- poorly made,48,1,0
20865,22,General,Bottoms,Skirts,1005,Cute and edgy,0,5,1
20866,46,General,Dresses,Dresses,1078,,42,3,0
20867,24,Initmates,Intimate,Intimates,38,More compliments than i could have imagined,0,5,1
20868,62,General,Tops,Blouses,823,Cute top but very oversized,2,4,1
20869,24,General,Dresses,Dresses,1110,Love this,0,5,1
20870,42,General Petite,Dresses,Dresses,1084,A new favorite!!,0,5,1
20871,41,General,Tops,Fine gauge,894,Disapppointed,1,3,0
20872,35,General,Tops,Knits,870,,0,2,0
20873,37,General Petite,Tops,Knits,866,Not as pictured!,10,3,0
20874,46,General Petite,Bottoms,Skirts,1008,Eclat midi skirt,0,3,1
20875,47,General,Bottoms,Jeans,1022,,1,5,1
20876,75,General Petite,Bottoms,Skirts,1012,My new holiday skirt,5,4,1
20877,66,General,Bottoms,Skirts,1020,Everyday perfect,2,5,1
20878,47,General Petite,Dresses,Dresses,1091,Stunning!!,12,4,1
20879,53,General,Tops,Blouses,835,Swanky fun!,0,5,1
20880,36,General,Tops,Blouses,850,Fantastic tank!,0,5,1
20881,32,General Petite,Tops,Fine gauge,895,Great shirt for work,0,5,1
20882,24,General,Bottoms,Skirts,1008,Cute but too large,0,4,1
20883,33,General,Bottoms,Skirts,995,Runs small,0,4,1
20884,39,General Petite,Bottoms,Jeans,1035,My new favorite jeans!,0,5,1
20885,47,General,Tops,Knits,861,,0,5,1
20886,22,General,Bottoms,Jeans,1037,Feel like leggings,1,5,1
20887,37,Initmates,Intimate,Swim,218,,3,3,0
20888,39,General,Tops,Knits,868,,0,2,0
20889,32,General Petite,Tops,Knits,854,Beautiful,0,5,1
20890,30,General,Dresses,Dresses,1110,Two silhouettes in one,1,3,1
20891,22,General Petite,Tops,Blouses,825,Unique spin to classic button down,0,5,1
20892,45,General Petite,Bottoms,Jeans,1037,Love the cropped flare,9,5,1
20893,39,General,Tops,Knits,872,Material not what i exoected,0,4,0
20894,44,General,Dresses,Dresses,1086,Vintage awesome,0,5,1
20895,54,General Petite,Tops,Knits,886,"Beautiful blue, but....",1,3,1
20896,35,General Petite,Jackets,Jackets,985,Can't stop wearing it,4,4,1
20897,26,General,Tops,Knits,862,Gorgeous,9,4,1
20898,77,General Petite,Dresses,Dresses,1078,Cute but difficult,0,4,1
20899,65,General,Dresses,Dresses,1095,Perfect little summer dress,0,5,1
20900,41,Initmates,Intimate,Layering,549,,0,2,0
20901,50,General,Tops,Blouses,828,,2,5,1
20902,27,General Petite,Intimate,Lounge,621,Beautiful on!,0,5,1
20903,49,General,Dresses,Dresses,1078,Wanted to love it,0,2,0
20904,32,Initmates,Intimate,Swim,254,This product fits well,1,5,1
20905,56,General,Dresses,Dresses,1081,Beautiful dress,1,5,1
20906,55,General,Dresses,Dresses,1104,Summer's around the corner!,5,5,1
20907,66,General,Bottoms,Pants,1047,Loungers,0,5,1
20908,53,General Petite,Dresses,Dresses,1094,Super simple summer style,8,5,1
20909,51,General Petite,Dresses,Dresses,1078,Pretty for a narrow bohemian,3,3,0
20910,43,General,Dresses,Dresses,1103,Absolutely beautiful dress!,0,5,1
20911,65,General Petite,Jackets,Jackets,965,Love this casual coat!,0,5,1
20912,44,General Petite,Bottoms,Pants,1066,Very disappointed,1,1,0
20913,52,General,Tops,Blouses,823,Sleeves not like those on the model,0,1,0
20914,34,General,Bottoms,Skirts,1020,Cute and comfortable,0,5,1
20915,44,General Petite,Bottoms,Pants,1052,,0,5,1
20916,62,General,Bottoms,Jeans,1035,,0,5,1
20917,44,General,Jackets,Outerwear,1112,"Beautiful, elegant and soooo soft",0,5,1
20918,48,Initmates,Intimate,Intimates,288,Beautiful and comfortable!,1,5,1
20919,55,General,Dresses,Dresses,1080,I'm torn!,14,4,1
